coating_thickness_nm,gamma_dose_kGy,photon_energy_MeV,source_type,effective_delta_n,timestamp,delta_lambda_pm
1570,1.06E-08,0.511,Na22,1.60E-12,2026-01-10T20:20:22.863251,10.87575473
1470,1.12E-08,0.662,Cs137,1.65E-12,2026-01-10T20:21:33.872629,11.72312593
1470,1.12E-08,0.662,Cs137,1.65E-12,2026-01-10T20:21:33.872629,11.72405753
1470,2.62E-09,1.33,Co60,3.85E-13,2026-01-10T20:22:32.743251,11.72405733
1470,6.04E-08,0.0595,Am241,1.17E-11,2026-01-10T20:23:10.435413,11.72405827
1470,1.34E-08,0.511,Na22,2.08E-12,2026-01-10T20:24:19.603620,11.72405752
1370,8.74E-09,0.662,Cs137,1.23E-12,2026-01-10T20:25:44.438044,9.955700426
1370,8.74E-09,0.662,Cs137,1.23E-12,2026-01-10T20:25:44.438044,7.545643056
1370,8.74E-09,0.662,Cs137,1.23E-12,2026-01-10T20:25:44.438044,7.541736736
1370,8.74E-09,0.662,Cs137,1.23E-12,2026-01-10T20:25:44.438044,7.533832909
1370,2.96E-09,1.33,Co60,4.68E-13,2026-01-10T20:27:10.233304,7.533832611
1370,7.91E-08,0.0595,Am241,1.10E-11,2026-01-10T20:59:39.697408,7.533836501
1370,1.35E-08,0.511,Na22,2.15E-12,2026-01-10T21:01:33.180282,7.533833101
1269,7.11E-09,0.662,Cs137,1.13E-12,2026-01-10T21:02:12.995069,10.96069342
1269,7.11E-09,0.662,Cs137,1.13E-12,2026-01-10T21:02:12.995069,10.96071775
1269,7.11E-09,0.662,Cs137,1.13E-12,2026-01-10T21:02:12.995069,10.96255
1269,3.22E-09,1.33,Co60,4.90E-13,2026-01-10T21:04:55.590578,10.96254988
1269,2.82E-08,0.0595,Am241,4.31E-12,2026-01-10T21:05:53.630917,10.96255051
1269,1.29E-08,0.511,Na22,2.06E-12,2026-01-10T21:06:59.596281,10.9625501
1170,1.18E-08,0.662,Cs137,1.75E-12,2026-01-10T21:08:04.582043,12.42657779
1170,1.18E-08,0.662,Cs137,1.75E-12,2026-01-10T21:08:04.582043,12.43012526
1170,3.95E-09,1.33,Co60,5.54E-13,2026-01-10T21:09:16.824647,12.43012509
1170,5.53E-08,0.0595,Am241,1.33E-11,2026-01-10T21:09:53.686131,12.43012565
1170,1.10E-08,0.511,Na22,1.58E-12,2026-01-10T21:10:34.732048,12.43012524
1070,2.25E-08,0.662,Cs137,3.68E-12,2026-01-10T21:11:31.522617,11.24194637
1070,2.25E-08,0.662,Cs137,3.68E-12,2026-01-10T21:11:31.522617,11.24019871
1070,2.25E-08,0.662,Cs137,3.68E-12,2026-01-10T21:11:31.522617,11.2405415
1070,2.25E-08,0.662,Cs137,3.68E-12,2026-01-10T21:11:31.522617,11.2407071
1070,3.80E-09,1.33,Co60,5.46E-13,2026-01-10T21:28:52.615890,11.24070659
1070,3.88E-08,0.0595,Am241,5.32E-12,2026-01-10T21:29:37.526062,11.24070741
1070,9.03E-09,0.511,Na22,1.27E-12,2026-01-10T21:30:39.665359,11.24070673
969,1.29E-08,0.662,Cs137,1.76E-12,2026-01-10T21:31:49.442517,10.97902581
969,1.29E-08,0.662,Cs137,1.76E-12,2026-01-10T21:31:49.442517,10.97905118
969,3.06E-09,1.33,Co60,4.29E-13,2026-01-10T21:32:55.834351,10.97905089
969,3.64E-08,0.0595,Am241,5.22E-12,2026-01-10T21:33:39.965460,10.97905191
969,6.86E-09,0.511,Na22,1.08E-12,2026-01-10T21:34:12.403325,10.97905102
870,9.57E-09,0.662,Cs137,1.39E-12,2026-01-10T21:35:03.864830,13.10736316
870,9.57E-09,0.662,Cs137,1.39E-12,2026-01-10T21:35:03.864830,13.10319552
870,9.57E-09,0.662,Cs137,1.39E-12,2026-01-10T21:35:03.864830,13.10819547
870,2.33E-09,1.33,Co60,3.95E-13,2026-01-10T21:36:34.773837,13.10819536
870,3.36E-08,0.0595,Am241,4.85E-12,2026-01-10T21:37:10.556857,13.10819585
870,7.87E-09,0.511,Na22,1.08E-12,2026-01-10T21:37:43.449689,13.10819544
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.52027158
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.52075012
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.5200357
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.52140483
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.52139339
770,1.03E-08,0.662,Cs137,1.52E-12,2026-01-10T21:38:42.938656,12.52149028
770,1.89E-09,1.33,Co60,2.74E-13,2026-01-10T21:40:56.975703,12.52149013
770,1.23E-08,0.0595,Am241,1.90E-12,2026-01-10T21:42:10.965859,12.52149032
770,7.36E-09,0.511,Na22,1.00E-12,2026-01-10T21:42:50.215058,12.52149022
669,1.08E-08,0.662,Cs137,1.70E-12,2026-01-10T21:43:38.674460,9.390813654
669,1.08E-08,0.662,Cs137,1.70E-12,2026-01-10T21:43:38.674460,11.11136642
669,1.08E-08,0.662,Cs137,1.70E-12,2026-01-10T21:43:38.674460,11.11455905
669,1.08E-08,0.662,Cs137,1.70E-12,2026-01-10T21:43:38.674460,11.1144072
669,1.30E-09,1.33,Co60,1.71E-13,2026-01-10T21:45:05.690545,11.11440689
669,1.01E-08,0.0595,Am241,1.44E-12,2026-01-10T21:46:00.525529,11.11440717
669,5.72E-09,0.511,Na22,9.30E-13,2026-01-10T21:46:48.312906,11.11440704
570,1.03E-08,0.662,Cs137,1.59E-12,2026-01-10T21:48:04.348377,13.82792265
570,1.27E-09,1.33,Co60,1.71E-13,2026-01-10T21:49:20.335813,13.82792254
570,1.21E-08,0.0595,Am241,1.57E-12,2026-01-10T21:50:04.294828,13.82792264
570,3.95E-09,0.511,Na22,6.38E-13,2026-01-10T21:50:44.515194,13.82792257
470,1.04E-08,0.662,Cs137,1.35E-12,2026-01-10T21:51:28.192840,13.73880604
470,1.04E-08,0.662,Cs137,1.35E-12,2026-01-10T21:51:28.192840,13.73359263
470,1.04E-08,0.662,Cs137,1.35E-12,2026-01-10T21:51:28.192840,13.73595864
470,1.04E-08,0.662,Cs137,1.35E-12,2026-01-10T21:51:28.192840,13.73597587
470,5.15E-10,1.33,Co60,7.89E-14,2026-01-10T21:52:47.664057,13.73597578
470,9.60E-09,0.0595,Am241,1.54E-12,2026-01-10T21:53:25.468196,13.73597588
470,6.69E-09,0.511,Na22,8.55E-13,2026-01-10T21:54:00.456278,13.73597584
370,1.03E-08,0.662,Cs137,1.27E-12,2026-01-10T21:55:04.914418,11.4568715
370,1.03E-08,0.662,Cs137,1.27E-12,2026-01-10T21:55:04.914418,11.45762922
370,4.83E-10,1.33,Co60,7.90E-14,2026-01-10T21:57:23.358681,11.45762904
370,8.79E-09,0.0595,Am241,1.60E-12,2026-01-10T21:58:16.698711,11.45762922
370,4.68E-09,0.511,Na22,8.36E-13,2026-01-10T22:03:15.656555,11.45762913
270,8.82E-09,0.662,Cs137,1.21E-12,2026-01-10T22:04:24.603321,14.78515964
270,8.82E-09,0.662,Cs137,1.21E-12,2026-01-10T22:04:24.603321,14.78356748
270,8.82E-09,0.662,Cs137,1.21E-12,2026-01-10T22:04:24.603321,14.78513869
270,3.74E-10,1.33,Co60,4.37E-14,2026-01-10T22:06:08.134317,14.78513863
270,1.95E-08,0.0595,Am241,2.33E-12,2026-01-10T22:06:58.610270,14.78513874
270,5.52E-09,0.511,Na22,7.12E-13,2026-01-10T22:07:42.158880,14.78513866
5000,1.4310373873160041e-08,0.662,Cs137,2.186647636402048e-12,2026-01-24T11:06:39.336578,0.0
5000,1.4310373873160041e-08,0.662,Cs137,2.186647636402048e-12,2026-01-24T11:06:39.336578,4.29542524216231
5000,1.4310373873160041e-08,0.662,Cs137,2.186647636402048e-12,2026-01-24T11:06:39.336578,7.34439762322836
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,-6044.289090938264
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,63957.809086917
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,4.403582026043296
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,4.067394114827039
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,0.0
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,0.0
100000,1.7852643372122872e-08,0.662,Cs137,3.0488874529131553e-12,2026-01-29T14:05:11.958233,3.565033779523219
500,8.292987055689355e-10,1.33,Co60,1.0812290509911425e-13,2026-03-20T10:21:22.787763,0.0
500,8.292987055689355e-10,1.33,Co60,1.0812290509911425e-13,2026-03-20T10:21:22.787763,13.333966051959578
5000,5.971779265625584e-09,1.33,Co60,6.461334249800145e-13,2026-03-20T10:24:35.042051,7.3464115282604325
